archivo,duracion_segundos,estacion,canal,sampling_rate,npts,starttime,endtime
CL.LC03.01.HHZ.2022.148,86399.99,LC03,HHZ,100.0,8640000,2022-05-28T00:00:00.000000Z,2022-05-28T23:59:59.990000Z
CL.LC03.01.HHZ.2022.149,86399.99,LC03,HHZ,100.0,8640000,2022-05-29T00:00:00.000000Z,2022-05-29T23:59:59.990000Z
CL.LC03.01.HHZ.2022.150,86399.99,LC03,HHZ,100.0,8640000,2022-05-30T00:00:00.000000Z,2022-05-30T23:59:59.990000Z
CL.LC03.01.HHZ.2022.151,86399.99,LC03,HHZ,100.0,8640000,2022-05-31T00:00:00.000000Z,2022-05-31T23:59:59.990000Z
CL.LC03.01.HHZ.2022.152,86399.99,LC03,HHZ,100.0,8640000,2022-06-01T00:00:00.000000Z,2022-06-01T23:59:59.990000Z
CL.LC03.01.HHZ.2022.153,86399.99,LC03,HHZ,100.0,8640000,2022-06-02T00:00:00.000000Z,2022-06-02T23:59:59.990000Z
CL.LC03.01.HHZ.2022.154,86399.99,LC03,HHZ,100.0,8640000,2022-06-03T00:00:00.000000Z,2022-06-03T23:59:59.990000Z
CL.LC03.01.HHZ.2022.155,86399.99,LC03,HHZ,100.0,8640000,2022-06-04T00:00:00.000000Z,2022-06-04T23:59:59.990000Z
CL.LC03.01.HHZ.2022.156,86399.99,LC03,HHZ,100.0,8640000,2022-06-05T00:00:00.000000Z,2022-06-05T23:59:59.990000Z
CL.LC03.01.HHZ.2022.157,86399.99,LC03,HHZ,100.0,8640000,2022-06-06T00:00:00.000000Z,2022-06-06T23:59:59.990000Z
CL.LC03.01.HHZ.2022.158,86399.99,LC03,HHZ,100.0,8640000,2022-06-07T00:00:00.000000Z,2022-06-07T23:59:59.990000Z
CL.LC03.01.HHZ.2022.159,86399.99,LC03,HHZ,100.0,8640000,2022-06-08T00:00:00.000000Z,2022-06-08T23:59:59.990000Z
CL.LC03.01.HHZ.2022.160,86399.99,LC03,HHZ,100.0,8640000,2022-06-09T00:00:00.000000Z,2022-06-09T23:59:59.990000Z
CL.LC03.01.HHZ.2022.161,86399.99,LC03,HHZ,100.0,8640000,2022-06-10T00:00:00.000000Z,2022-06-10T23:59:59.990000Z
CL.LC03.01.HHZ.2022.162,86399.99,LC03,HHZ,100.0,8640000,2022-06-11T00:00:00.000000Z,2022-06-11T23:59:59.990000Z
CL.LC03.01.HHZ.2022.163,86399.99,LC03,HHZ,100.0,8640000,2022-06-12T00:00:00.000000Z,2022-06-12T23:59:59.990000Z
CL.LC03.01.HHZ.2022.164,86399.99,LC03,HHZ,100.0,8640000,2022-06-13T00:00:00.000000Z,2022-06-13T23:59:59.990000Z
CL.LC03.01.HHZ.2022.165,86399.99,LC03,HHZ,100.0,8640000,2022-06-14T00:00:00.000000Z,2022-06-14T23:59:59.990000Z
CL.LC03.01.HHZ.2022.166,86399.99,LC03,HHZ,100.0,8640000,2022-06-15T00:00:00.000000Z,2022-06-15T23:59:59.990000Z
CL.LC03.01.HHZ.2022.167,86399.99,LC03,HHZ,100.0,8640000,2022-06-16T00:00:00.000000Z,2022-06-16T23:59:59.990000Z
CL.LC03.01.HHZ.2022.168,86399.99,LC03,HHZ,100.0,8640000,2022-06-17T00:00:00.000000Z,2022-06-17T23:59:59.990000Z
CL.LC03.01.HHZ.2022.169,86399.99,LC03,HHZ,100.0,8640000,2022-06-18T00:00:00.000000Z,2022-06-18T23:59:59.990000Z
CL.LC03.01.HHZ.2022.170,86399.99,LC03,HHZ,100.0,8640000,2022-06-19T00:00:00.000000Z,2022-06-19T23:59:59.990000Z
CL.LC03.01.HHZ.2022.171,86399.99,LC03,HHZ,100.0,8640000,2022-06-20T00:00:00.000000Z,2022-06-20T23:59:59.990000Z
CL.LC03.01.HHZ.2022.172,86399.99,LC03,HHZ,100.0,8640000,2022-06-21T00:00:00.000000Z,2022-06-21T23:59:59.990000Z
CL.LC03.01.HHZ.2022.173,86399.99,LC03,HHZ,100.0,8640000,2022-06-22T00:00:00.000000Z,2022-06-22T23:59:59.990000Z
CL.LC03.01.HHZ.2022.174,86399.99,LC03,HHZ,100.0,8640000,2022-06-23T00:00:00.000000Z,2022-06-23T23:59:59.990000Z
CL.LC03.01.HHZ.2022.175,86399.99,LC03,HHZ,100.0,8640000,2022-06-24T00:00:00.000000Z,2022-06-24T23:59:59.990000Z
CL.LC03.01.HHZ.2022.176,86399.99,LC03,HHZ,100.0,8640000,2022-06-25T00:00:00.000000Z,2022-06-25T23:59:59.990000Z
CL.LC03.01.HHZ.2022.177,86399.99,LC03,HHZ,100.0,8640000,2022-06-26T00:00:00.000000Z,2022-06-26T23:59:59.990000Z
CL.LC03.01.HHZ.2022.178,86399.99,LC03,HHZ,100.0,8640000,2022-06-27T00:00:00.000000Z,2022-06-27T23:59:59.990000Z
CL.LC03.01.HHZ.2022.179,86399.99,LC03,HHZ,100.0,8640000,2022-06-28T00:00:00.000000Z,2022-06-28T23:59:59.990000Z
CL.LC03.01.HHZ.2022.180,86399.99,LC03,HHZ,100.0,8640000,2022-06-29T00:00:00.000000Z,2022-06-29T23:59:59.990000Z
CL.LC03.01.HHZ.2022.181,86399.99,LC03,HHZ,100.0,8640000,2022-06-30T00:00:00.000000Z,2022-06-30T23:59:59.990000Z
CL.LC03.01.HHZ.2022.182,86399.99,LC03,HHZ,100.0,8640000,2022-07-01T00:00:00.000000Z,2022-07-01T23:59:59.990000Z
CL.LC03.01.HHZ.2022.183,86399.99,LC03,HHZ,100.0,8640000,2022-07-02T00:00:00.000000Z,2022-07-02T23:59:59.990000Z
CL.LC03.01.HHZ.2022.184,86399.99,LC03,HHZ,100.0,8640000,2022-07-03T00:00:00.000000Z,2022-07-03T23:59:59.990000Z
CL.LC03.01.HHZ.2022.185,86399.99,LC03,HHZ,100.0,8640000,2022-07-04T00:00:00.000000Z,2022-07-04T23:59:59.990000Z
CL.LC03.01.HHZ.2022.186,86399.99,LC03,HHZ,100.0,8640000,2022-07-05T00:00:00.000000Z,2022-07-05T23:59:59.990000Z
CL.LC03.01.HHZ.2022.187,86399.99,LC03,HHZ,100.0,8640000,2022-07-06T00:00:00.000000Z,2022-07-06T23:59:59.990000Z
CL.LC03.01.HHZ.2022.188,86399.99,LC03,HHZ,100.0,8640000,2022-07-07T00:00:00.000000Z,2022-07-07T23:59:59.990000Z
CL.LC03.01.HHZ.2022.189,86399.99,LC03,HHZ,100.0,8640000,2022-07-08T00:00:00.000000Z,2022-07-08T23:59:59.990000Z
CL.LC03.01.HHZ.2022.190,86399.99,LC03,HHZ,100.0,8640000,2022-07-09T00:00:00.000000Z,2022-07-09T23:59:59.990000Z
CL.LC03.01.HHZ.2022.191,86399.99,LC03,HHZ,100.0,8640000,2022-07-10T00:00:00.000000Z,2022-07-10T23:59:59.990000Z
CL.LC03.01.HHZ.2022.192,86399.99,LC03,HHZ,100.0,8640000,2022-07-11T00:00:00.000000Z,2022-07-11T23:59:59.990000Z
CL.LC03.01.HHZ.2022.193,86399.99,LC03,HHZ,100.0,8640000,2022-07-12T00:00:00.000000Z,2022-07-12T23:59:59.990000Z
CL.LC03.01.HHZ.2022.194,86399.99,LC03,HHZ,100.0,8640000,2022-07-13T00:00:00.000000Z,2022-07-13T23:59:59.990000Z
CL.LC03.01.HHZ.2022.195,86399.99,LC03,HHZ,100.0,8640000,2022-07-14T00:00:00.000000Z,2022-07-14T23:59:59.990000Z
CL.LC03.01.HHZ.2022.196,86399.99,LC03,HHZ,100.0,8640000,2022-07-15T00:00:00.000000Z,2022-07-15T23:59:59.990000Z
CL.LC03.01.HHZ.2022.197,86399.99,LC03,HHZ,100.0,8640000,2022-07-16T00:00:00.000000Z,2022-07-16T23:59:59.990000Z
CL.LC03.01.HHZ.2022.198,86399.99,LC03,HHZ,100.0,8640000,2022-07-17T00:00:00.000000Z,2022-07-17T23:59:59.990000Z
CL.LC03.01.HHZ.2022.199,86399.99,LC03,HHZ,100.0,8640000,2022-07-18T00:00:00.000000Z,2022-07-18T23:59:59.990000Z
CL.LC03.01.HHZ.2022.200,86399.99,LC03,HHZ,100.0,8640000,2022-07-19T00:00:00.000000Z,2022-07-19T23:59:59.990000Z
CL.LC03.01.HHZ.2022.201,86399.99,LC03,HHZ,100.0,8640000,2022-07-20T00:00:00.000000Z,2022-07-20T23:59:59.990000Z
CL.LC03.01.HHZ.2022.202,86399.99,LC03,HHZ,100.0,8640000,2022-07-21T00:00:00.000000Z,2022-07-21T23:59:59.990000Z
CL.LC03.01.HHZ.2022.203,86399.99,LC03,HHZ,100.0,8640000,2022-07-22T00:00:00.000000Z,2022-07-22T23:59:59.990000Z
CL.LC03.01.HHZ.2022.204,86399.99,LC03,HHZ,100.0,8640000,2022-07-23T00:00:00.000000Z,2022-07-23T23:59:59.990000Z
CL.LC03.01.HHZ.2022.205,86399.99,LC03,HHZ,100.0,8640000,2022-07-24T00:00:00.000000Z,2022-07-24T23:59:59.990000Z
CL.LC03.01.HHZ.2022.206,86399.99,LC03,HHZ,100.0,8640000,2022-07-25T00:00:00.000000Z,2022-07-25T23:59:59.990000Z
CL.LC03.01.HHZ.2022.207,86399.99,LC03,HHZ,100.0,8640000,2022-07-26T00:00:00.000000Z,2022-07-26T23:59:59.990000Z
CL.LC03.01.HHZ.2022.208,86399.99,LC03,HHZ,100.0,8640000,2022-07-27T00:00:00.000000Z,2022-07-27T23:59:59.990000Z
CL.LC03.01.HHZ.2022.209,86399.99,LC03,HHZ,100.0,8640000,2022-07-28T00:00:00.000000Z,2022-07-28T23:59:59.990000Z
CL.LC03.01.HHZ.2022.210,86399.99,LC03,HHZ,100.0,8640000,2022-07-29T00:00:00.000000Z,2022-07-29T23:59:59.990000Z
CL.LC03.01.HHZ.2022.211,86399.99,LC03,HHZ,100.0,8640000,2022-07-30T00:00:00.000000Z,2022-07-30T23:59:59.990000Z
CL.LC03.01.HHZ.2022.212,86399.99,LC03,HHZ,100.0,8640000,2022-07-31T00:00:00.000000Z,2022-07-31T23:59:59.990000Z
CL.LC03.01.HHZ.2022.213,86399.99,LC03,HHZ,100.0,8640000,2022-08-01T00:00:00.000000Z,2022-08-01T23:59:59.990000Z
CL.LC03.01.HHZ.2022.214,86399.99,LC03,HHZ,100.0,8640000,2022-08-02T00:00:00.000000Z,2022-08-02T23:59:59.990000Z
CL.LC03.01.HHZ.2022.215,86399.99,LC03,HHZ,100.0,8640000,2022-08-03T00:00:00.000000Z,2022-08-03T23:59:59.990000Z
CL.LC03.01.HHZ.2022.216,86399.99,LC03,HHZ,100.0,8640000,2022-08-04T00:00:00.000000Z,2022-08-04T23:59:59.990000Z
CL.LC03.01.HHZ.2022.217,86399.99,LC03,HHZ,100.0,8640000,2022-08-05T00:00:00.000000Z,2022-08-05T23:59:59.990000Z
CL.LC03.01.HHZ.2022.218,86399.99,LC03,HHZ,100.0,8640000,2022-08-06T00:00:00.000000Z,2022-08-06T23:59:59.990000Z
CL.LC03.01.HHZ.2022.219,86399.99,LC03,HHZ,100.0,8640000,2022-08-07T00:00:00.000000Z,2022-08-07T23:59:59.990000Z
CL.LC03.01.HHZ.2022.220,86399.99,LC03,HHZ,100.0,8640000,2022-08-08T00:00:00.000000Z,2022-08-08T23:59:59.990000Z
CL.LC03.01.HHZ.2022.221,86399.99,LC03,HHZ,100.0,8640000,2022-08-09T00:00:00.000000Z,2022-08-09T23:59:59.990000Z
CL.LC03.01.HHZ.2022.222,86399.99,LC03,HHZ,100.0,8640000,2022-08-10T00:00:00.000000Z,2022-08-10T23:59:59.990000Z
CL.LC03.01.HHZ.2022.223,86399.99,LC03,HHZ,100.0,8640000,2022-08-11T00:00:00.000000Z,2022-08-11T23:59:59.990000Z
CL.LC03.01.HHZ.2022.224,86399.99,LC03,HHZ,100.0,8640000,2022-08-12T00:00:00.000000Z,2022-08-12T23:59:59.990000Z
CL.LC03.01.HHZ.2022.225,86399.99,LC03,HHZ,100.0,8640000,2022-08-13T00:00:00.000000Z,2022-08-13T23:59:59.990000Z
CL.LC03.01.HHZ.2022.226,86399.99,LC03,HHZ,100.0,8640000,2022-08-14T00:00:00.000000Z,2022-08-14T23:59:59.990000Z
CL.LC03.01.HHZ.2022.227,86399.99,LC03,HHZ,100.0,8640000,2022-08-15T00:00:00.000000Z,2022-08-15T23:59:59.990000Z
CL.LC03.01.HHZ.2022.228,86399.99,LC03,HHZ,100.0,8640000,2022-08-16T00:00:00.000000Z,2022-08-16T23:59:59.990000Z
CL.LC03.01.HHZ.2022.229,86399.99,LC03,HHZ,100.0,8640000,2022-08-17T00:00:00.000000Z,2022-08-17T23:59:59.990000Z
CL.LC03.01.HHZ.2022.230,86399.99,LC03,HHZ,100.0,8640000,2022-08-18T00:00:00.000000Z,2022-08-18T23:59:59.990000Z
CL.LC03.01.HHZ.2022.231,86399.99,LC03,HHZ,100.0,8640000,2022-08-19T00:00:00.000000Z,2022-08-19T23:59:59.990000Z
CL.LC03.01.HHZ.2022.232,86399.99,LC03,HHZ,100.0,8640000,2022-08-20T00:00:00.000000Z,2022-08-20T23:59:59.990000Z
CL.LC03.01.HHZ.2022.233,86399.99,LC03,HHZ,100.0,8640000,2022-08-21T00:00:00.000000Z,2022-08-21T23:59:59.990000Z
CL.LC03.01.HHZ.2022.234,86399.99,LC03,HHZ,100.0,8640000,2022-08-22T00:00:00.000000Z,2022-08-22T23:59:59.990000Z
CL.LC03.01.HHZ.2022.235,86399.99,LC03,HHZ,100.0,8640000,2022-08-23T00:00:00.000000Z,2022-08-23T23:59:59.990000Z
CL.LC03.01.HHZ.2022.236,86399.99,LC03,HHZ,100.0,8640000,2022-08-24T00:00:00.000000Z,2022-08-24T23:59:59.990000Z
CL.LC03.01.HHZ.2022.237,86399.99,LC03,HHZ,100.0,8640000,2022-08-25T00:00:00.000000Z,2022-08-25T23:59:59.990000Z
CL.LC03.01.HHZ.2022.238,86399.99,LC03,HHZ,100.0,8640000,2022-08-26T00:00:00.000000Z,2022-08-26T23:59:59.990000Z
CL.LC03.01.HHZ.2022.239,86399.99,LC03,HHZ,100.0,8640000,2022-08-27T00:00:00.000000Z,2022-08-27T23:59:59.990000Z
CL.LC03.01.HHZ.2022.240,86399.99,LC03,HHZ,100.0,8640000,2022-08-28T00:00:00.000000Z,2022-08-28T23:59:59.990000Z
CL.LC03.01.HHZ.2022.241,86399.99,LC03,HHZ,100.0,8640000,2022-08-29T00:00:00.000000Z,2022-08-29T23:59:59.990000Z
CL.LC03.01.HHZ.2022.242,86399.99,LC03,HHZ,100.0,8640000,2022-08-30T00:00:00.000000Z,2022-08-30T23:59:59.990000Z
CL.LC03.01.HHZ.2022.243,86399.99,LC03,HHZ,100.0,8640000,2022-08-31T00:00:00.000000Z,2022-08-31T23:59:59.990000Z
CL.LC03.01.HHZ.2022.244,86399.99,LC03,HHZ,100.0,8640000,2022-09-01T00:00:00.000000Z,2022-09-01T23:59:59.990000Z
CL.LC03.01.HHZ.2022.245,86399.99,LC03,HHZ,100.0,8640000,2022-09-02T00:00:00.000000Z,2022-09-02T23:59:59.990000Z
CL.LC03.01.HHZ.2022.246,86399.99,LC03,HHZ,100.0,8640000,2022-09-03T00:00:00.000000Z,2022-09-03T23:59:59.990000Z
CL.LC03.01.HHZ.2022.247,86399.99,LC03,HHZ,100.0,8640000,2022-09-04T00:00:00.000000Z,2022-09-04T23:59:59.990000Z
CL.LC03.01.HHZ.2022.248,86399.99,LC03,HHZ,100.0,8640000,2022-09-05T00:00:00.000000Z,2022-09-05T23:59:59.990000Z
CL.LC03.01.HHZ.2022.249,86399.99,LC03,HHZ,100.0,8640000,2022-09-06T00:00:00.000000Z,2022-09-06T23:59:59.990000Z
CL.LC03.01.HHZ.2022.250,86399.99,LC03,HHZ,100.0,8640000,2022-09-07T00:00:00.000000Z,2022-09-07T23:59:59.990000Z
CL.LC03.01.HHZ.2022.251,86399.99,LC03,HHZ,100.0,8640000,2022-09-08T00:00:00.000000Z,2022-09-08T23:59:59.990000Z
CL.LC03.01.HHZ.2022.252,86399.99,LC03,HHZ,100.0,8640000,2022-09-09T00:00:00.000000Z,2022-09-09T23:59:59.990000Z
CL.LC03.01.HHZ.2022.253,86399.99,LC03,HHZ,100.0,8640000,2022-09-10T00:00:00.000000Z,2022-09-10T23:59:59.990000Z
CL.LC03.01.HHZ.2022.254,86399.99,LC03,HHZ,100.0,8640000,2022-09-11T00:00:00.000000Z,2022-09-11T23:59:59.990000Z
CL.LC03.01.HHZ.2022.255,86399.99,LC03,HHZ,100.0,8640000,2022-09-12T00:00:00.000000Z,2022-09-12T23:59:59.990000Z
CL.LC03.01.HHZ.2022.256,86399.99,LC03,HHZ,100.0,8640000,2022-09-13T00:00:00.000000Z,2022-09-13T23:59:59.990000Z
CL.LC03.01.HHZ.2022.257,86399.99,LC03,HHZ,100.0,8640000,2022-09-14T00:00:00.000000Z,2022-09-14T23:59:59.990000Z
CL.LC03.01.HHZ.2022.258,86399.99,LC03,HHZ,100.0,8640000,2022-09-15T00:00:00.000000Z,2022-09-15T23:59:59.990000Z
CL.LC03.01.HHZ.2022.259,86399.99,LC03,HHZ,100.0,8640000,2022-09-16T00:00:00.000000Z,2022-09-16T23:59:59.990000Z
CL.LC03.01.HHZ.2022.260,86399.99,LC03,HHZ,100.0,8640000,2022-09-17T00:00:00.000000Z,2022-09-17T23:59:59.990000Z
CL.LC03.01.HHZ.2022.261,86399.99,LC03,HHZ,100.0,8640000,2022-09-18T00:00:00.000000Z,2022-09-18T23:59:59.990000Z
CL.LC03.01.HHZ.2022.262,86399.99,LC03,HHZ,100.0,8640000,2022-09-19T00:00:00.000000Z,2022-09-19T23:59:59.990000Z
CL.LC03.01.HHZ.2022.263,86399.99,LC03,HHZ,100.0,8640000,2022-09-20T00:00:00.000000Z,2022-09-20T23:59:59.990000Z
CL.LC03.01.HHZ.2022.264,86399.99,LC03,HHZ,100.0,8640000,2022-09-21T00:00:00.000000Z,2022-09-21T23:59:59.990000Z
CL.LC03.01.HHZ.2022.265,86399.99,LC03,HHZ,100.0,8640000,2022-09-22T00:00:00.000000Z,2022-09-22T23:59:59.990000Z
CL.LC03.01.HHZ.2022.266,86399.99,LC03,HHZ,100.0,8640000,2022-09-23T00:00:00.000000Z,2022-09-23T23:59:59.990000Z
CL.LC03.01.HHZ.2022.267,86399.99,LC03,HHZ,100.0,8640000,2022-09-24T00:00:00.000000Z,2022-09-24T23:59:59.990000Z
CL.LC03.01.HHZ.2022.268,86399.99,LC03,HHZ,100.0,8640000,2022-09-25T00:00:00.000000Z,2022-09-25T23:59:59.990000Z
CL.LC03.01.HHZ.2022.269,86399.99,LC03,HHZ,100.0,8640000,2022-09-26T00:00:00.000000Z,2022-09-26T23:59:59.990000Z
CL.LC03.01.HHZ.2022.270,86399.99,LC03,HHZ,100.0,8640000,2022-09-27T00:00:00.000000Z,2022-09-27T23:59:59.990000Z
CL.LC03.01.HHZ.2022.271,86399.99,LC03,HHZ,100.0,8640000,2022-09-28T00:00:00.000000Z,2022-09-28T23:59:59.990000Z
CL.LC03.01.HHZ.2022.272,86399.99,LC03,HHZ,100.0,8640000,2022-09-29T00:00:00.000000Z,2022-09-29T23:59:59.990000Z
CL.LC03.01.HHZ.2022.273,86399.99,LC03,HHZ,100.0,8640000,2022-09-30T00:00:00.000000Z,2022-09-30T23:59:59.990000Z
CL.LC03.01.HHZ.2022.274,86399.99,LC03,HHZ,100.0,8640000,2022-10-01T00:00:00.000000Z,2022-10-01T23:59:59.990000Z
CL.LC03.01.HHZ.2022.275,86399.99,LC03,HHZ,100.0,8640000,2022-10-02T00:00:00.000000Z,2022-10-02T23:59:59.990000Z
CL.LC03.01.HHZ.2022.276,86399.99,LC03,HHZ,100.0,8640000,2022-10-03T00:00:00.000000Z,2022-10-03T23:59:59.990000Z
CL.LC03.01.HHZ.2022.277,86399.99,LC03,HHZ,100.0,8640000,2022-10-04T00:00:00.000000Z,2022-10-04T23:59:59.990000Z
CL.LC03.01.HHZ.2022.278,86399.99,LC03,HHZ,100.0,8640000,2022-10-05T00:00:00.000000Z,2022-10-05T23:59:59.990000Z
CL.LC03.01.HHZ.2022.279,86399.99,LC03,HHZ,100.0,8640000,2022-10-06T00:00:00.000000Z,2022-10-06T23:59:59.990000Z
CL.LC03.01.HHZ.2022.280,86399.99,LC03,HHZ,100.0,8640000,2022-10-07T00:00:00.000000Z,2022-10-07T23:59:59.990000Z
CL.LC03.01.HHZ.2022.281,86399.99,LC03,HHZ,100.0,8640000,2022-10-08T00:00:00.000000Z,2022-10-08T23:59:59.990000Z
CL.LC03.01.HHZ.2022.282,86399.99,LC03,HHZ,100.0,8640000,2022-10-09T00:00:00.000000Z,2022-10-09T23:59:59.990000Z
CL.LC03.01.HHZ.2022.283,86399.99,LC03,HHZ,100.0,8640000,2022-10-10T00:00:00.000000Z,2022-10-10T23:59:59.990000Z
CL.LC03.01.HHZ.2022.284,86399.99,LC03,HHZ,100.0,8640000,2022-10-11T00:00:00.000000Z,2022-10-11T23:59:59.990000Z
CL.LC03.01.HHZ.2022.285,86399.99,LC03,HHZ,100.0,8640000,2022-10-12T00:00:00.000000Z,2022-10-12T23:59:59.990000Z
CL.LC03.01.HHZ.2022.286,86399.99,LC03,HHZ,100.0,8640000,2022-10-13T00:00:00.000000Z,2022-10-13T23:59:59.990000Z
CL.LC03.01.HHZ.2022.287,86399.99,LC03,HHZ,100.0,8640000,2022-10-14T00:00:00.000000Z,2022-10-14T23:59:59.990000Z
CL.LC03.01.HHZ.2022.288,86399.99,LC03,HHZ,100.0,8640000,2022-10-15T00:00:00.000000Z,2022-10-15T23:59:59.990000Z
CL.LC03.01.HHZ.2022.289,86399.99,LC03,HHZ,100.0,8640000,2022-10-16T00:00:00.000000Z,2022-10-16T23:59:59.990000Z
CL.LC03.01.HHZ.2022.290,86399.99,LC03,HHZ,100.0,8640000,2022-10-17T00:00:00.000000Z,2022-10-17T23:59:59.990000Z
CL.LC03.01.HHZ.2022.291,86399.99,LC03,HHZ,100.0,8640000,2022-10-18T00:00:00.000000Z,2022-10-18T23:59:59.990000Z
CL.LC03.01.HHZ.2022.292,86399.99,LC03,HHZ,100.0,8640000,2022-10-19T00:00:00.000000Z,2022-10-19T23:59:59.990000Z
CL.LC03.01.HHZ.2022.293,86399.99,LC03,HHZ,100.0,8640000,2022-10-20T00:00:00.000000Z,2022-10-20T23:59:59.990000Z
CL.LC03.01.HHZ.2022.294,86399.99,LC03,HHZ,100.0,8640000,2022-10-21T00:00:00.000000Z,2022-10-21T23:59:59.990000Z
CL.LC03.01.HHZ.2022.295,85310.44,LC03,HHZ,100.0,8531045,2022-10-22T00:00:00.000000Z,2022-10-22T23:41:50.440000Z
CL.LC03.01.HHZ.2022.346,43258.04,LC03,HHZ,100.0,4325805,2022-12-12T11:59:01.950000Z,2022-12-12T23:59:59.990000Z
CL.LC03.01.HHZ.2022.347,86399.99,LC03,HHZ,100.0,8640000,2022-12-13T00:00:00.000000Z,2022-12-13T23:59:59.990000Z
CL.LC03.01.HHZ.2022.348,86399.99,LC03,HHZ,100.0,8640000,2022-12-14T00:00:00.000000Z,2022-12-14T23:59:59.990000Z
CL.LC03.01.HHZ.2022.349,86399.99,LC03,HHZ,100.0,8640000,2022-12-15T00:00:00.000000Z,2022-12-15T23:59:59.990000Z
CL.LC03.01.HHZ.2022.350,86399.99,LC03,HHZ,100.0,8640000,2022-12-16T00:00:00.000000Z,2022-12-16T23:59:59.990000Z
CL.LC03.01.HHZ.2022.351,86399.99,LC03,HHZ,100.0,8640000,2022-12-17T00:00:00.000000Z,2022-12-17T23:59:59.990000Z
CL.LC03.01.HHZ.2022.352,86399.99,LC03,HHZ,100.0,8640000,2022-12-18T00:00:00.000000Z,2022-12-18T23:59:59.990000Z
CL.LC03.01.HHZ.2022.353,86399.99,LC03,HHZ,100.0,8640000,2022-12-19T00:00:00.000000Z,2022-12-19T23:59:59.990000Z
CL.LC03.01.HHZ.2022.354,86399.99,LC03,HHZ,100.0,8640000,2022-12-20T00:00:00.000000Z,2022-12-20T23:59:59.990000Z
CL.LC03.01.HHZ.2022.355,86399.99,LC03,HHZ,100.0,8640000,2022-12-21T00:00:00.000000Z,2022-12-21T23:59:59.990000Z
CL.LC03.01.HHZ.2022.356,86399.99,LC03,HHZ,100.0,8640000,2022-12-22T00:00:00.000000Z,2022-12-22T23:59:59.990000Z
CL.LC03.01.HHZ.2022.357,86399.99,LC03,HHZ,100.0,8640000,2022-12-23T00:00:00.000000Z,2022-12-23T23:59:59.990000Z
CL.LC03.01.HHZ.2022.358,86399.99,LC03,HHZ,100.0,8640000,2022-12-24T00:00:00.000000Z,2022-12-24T23:59:59.990000Z
CL.LC03.01.HHZ.2022.359,86399.99,LC03,HHZ,100.0,8640000,2022-12-25T00:00:00.000000Z,2022-12-25T23:59:59.990000Z
CL.LC03.01.HHZ.2022.360,86399.99,LC03,HHZ,100.0,8640000,2022-12-26T00:00:00.000000Z,2022-12-26T23:59:59.990000Z
CL.LC03.01.HHZ.2022.361,86399.99,LC03,HHZ,100.0,8640000,2022-12-27T00:00:00.000000Z,2022-12-27T23:59:59.990000Z
CL.LC03.01.HHZ.2022.362,86399.99,LC03,HHZ,100.0,8640000,2022-12-28T00:00:00.000000Z,2022-12-28T23:59:59.990000Z
CL.LC03.01.HHZ.2022.363,86399.99,LC03,HHZ,100.0,8640000,2022-12-29T00:00:00.000000Z,2022-12-29T23:59:59.990000Z
CL.LC03.01.HHZ.2022.364,86399.99,LC03,HHZ,100.0,8640000,2022-12-30T00:00:00.000000Z,2022-12-30T23:59:59.990000Z
CL.LC03.01.HHZ.2022.365,86399.99,LC03,HHZ,100.0,8640000,2022-12-31T00:00:00.000000Z,2022-12-31T23:59:59.990000Z
CL.LC04.01.HHE.2022.027,21057.04,LC04,HHE,100.0,2105705,2022-01-27T18:09:02.950000Z,2022-01-27T23:59:59.990000Z
CL.LC04.01.HHE.2022.028,86399.99,LC04,HHE,100.0,8640000,2022-01-28T00:00:00.000000Z,2022-01-28T23:59:59.990000Z
CL.LC04.01.HHE.2022.029,86399.99,LC04,HHE,100.0,8640000,2022-01-29T00:00:00.000000Z,2022-01-29T23:59:59.990000Z
CL.LC04.01.HHE.2022.030,86399.99,LC04,HHE,100.0,8640000,2022-01-30T00:00:00.000000Z,2022-01-30T23:59:59.990000Z
CL.LC04.01.HHE.2022.031,86399.99,LC04,HHE,100.0,8640000,2022-01-31T00:00:00.000000Z,2022-01-31T23:59:59.990000Z
CL.LC04.01.HHE.2022.032,86399.99,LC04,HHE,100.0,8640000,2022-02-01T00:00:00.000000Z,2022-02-01T23:59:59.990000Z
CL.LC04.01.HHE.2022.033,86399.99,LC04,HHE,100.0,8640000,2022-02-02T00:00:00.000000Z,2022-02-02T23:59:59.990000Z
CL.LC04.01.HHE.2022.034,86399.99,LC04,HHE,100.0,8640000,2022-02-03T00:00:00.000000Z,2022-02-03T23:59:59.990000Z
CL.LC04.01.HHE.2022.035,86399.99,LC04,HHE,100.0,8640000,2022-02-04T00:00:00.000000Z,2022-02-04T23:59:59.990000Z
CL.LC04.01.HHE.2022.036,86399.99,LC04,HHE,100.0,8640000,2022-02-05T00:00:00.000000Z,2022-02-05T23:59:59.990000Z
CL.LC04.01.HHE.2022.037,86399.99,LC04,HHE,100.0,8640000,2022-02-06T00:00:00.000000Z,2022-02-06T23:59:59.990000Z
CL.LC04.01.HHE.2022.038,86399.99,LC04,HHE,100.0,8640000,2022-02-07T00:00:00.000000Z,2022-02-07T23:59:59.990000Z
CL.LC04.01.HHE.2022.039,86399.99,LC04,HHE,100.0,8640000,2022-02-08T00:00:00.000000Z,2022-02-08T23:59:59.990000Z
